"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-09-20 ~ 2024-09-19"
"실거래구분 : 아파트(매매)"
"주소구분 : 도로명주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2305","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202404","01","36,000","제112","3","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.06.14"
"2306","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","84.9400","202404","01","35,000","308","3","개인","개인","1990","마장로 121","-","중개거래","인천 부평구","24.06.26"
"2307","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.8000","202404","01","28,900","-","11","개인","개인","1998","동수천로 118","-","중개거래","인천 부평구","-"
"2308","인천광역시 부평구 부개동","120-46","0120","0046","백영","59.5000","202404","01","25,300","101","13","개인","개인","1999","수변로 115","-","중개거래","인천 부평구","24.06.07"
"2309","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","34.2970","202404","01","28,500","107","10","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.06.03"
"2310","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202404","01","34,800","119","4","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.04.30"
"2311","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.5800","202404","01","42,900","212","7","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","24.05.27"
"2312","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.9600","202403","31","35,600","205","12","개인","개인","2012","동수로120번길 43","-","중개거래","인천 부평구","24.05.07"
"2313","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","84.8200","202403","31","58,500","108","1","개인","개인","2022","원적로287번길 25","-","직거래","-","24.05.16"
"2314","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","75.2500","202403","31","24,800","107","15","개인","개인","1990","안남로222번길 27","-","중개거래","인천 부평구","24.05.08"
"2315","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","84.4600","202403","31","30,650","111","1","개인","개인","2005","이규보로 79","-","중개거래","인천 부평구","24.04.30"
"2316","인천광역시 부평구 청천동","192","0192","0000","우림필유(192-0)","77.6655","202403","31","28,300","101","15","개인","개인","2005","세월천로25번길 43","-","중개거래","인천 부평구","24.08.19"
"2317","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.9600","202403","31","58,000","602","4","개인","개인","2004","체육관로 57","-","중개거래","인천 부평구","24.07.15"
"2318","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202403","31","48,500","-","11","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","-"
"2319","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","84.9600","202403","30","38,000","203","11","개인","개인","1987","안남로 91","-","중개거래","인천 부평구","24.06.13"
"2320","인천광역시 부평구 청천동","5-5","0005","0005","영진","59.7700","202403","30","15,200","-","1","개인","개인","1995","청중로 81","-","중개거래","인천 부평구","24.05.10"
"2321","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202403","30","29,300","제109","12","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.05.24"
"2322","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202403","30","36,000","제103","13","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.05.17"
"2323","인천광역시 부평구 산곡동","255-1","0255","0001","뉴서울아파트","84.2300","202403","30","24,500","6","15","개인","개인","1991","마장로264번길 36","-","중개거래","인천 부평구","24.06.10"
"2324","인천광역시 부평구 산곡동","38-26","0038","0026","진흥","39.1500","202403","30","15,500","다","4","개인","개인","1988","산청로 40","-","중개거래","인천 부평구","24.04.09"
"2325","인천광역시 부평구 산곡동","137-3","0137","0003","한신(137-3)","64.3400","202403","30","20,000","101","6","개인","개인","1985","원적로416번길 20","-","중개거래","인천 부평구","24.04.23"
"2326","인천광역시 부평구 산곡동","137-8","0137","0008","한신(137-8)","41.2900","202403","30","16,000","103","6","개인","개인","1986","원적로416번길 38","-","중개거래","인천 부평구","24.05.03"
"2327","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202403","30","32,000","202","7","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","24.05.03"
"2328","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.9500","202403","30","41,200","213","5","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","24.05.03"
"2329","인천광역시 부평구 삼산동","56-3","0056","0003","삼보","55.1200","202403","30","16,000","2","12","개인","개인","1990","후정동로47번길 4","-","중개거래","인천 남동구, 인천 부평구","24.06.12"
"2330","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","84.9080","202403","30","50,000","101","11","개인","개인","2007","후정로 7","-","중개거래","인천 부평구","24.08.20"
"2331","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202403","30","50,500","222","17","개인","개인","2005","수변로 333","-","중개거래","인천 부평구","24.05.16"
"2332","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8300","202403","30","32,500","105","5","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.05.03"
"2333","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202403","30","32,300","24","5","개인","개인","1988","부평문화로 37","-","중개거래","인천 부평구","24.05.10"
"2334","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","59.8430","202403","30","49,300","104","15","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.05.07"
"2335","인천광역시 부평구 부평동","182-47","0182","0047","프라이드주상복합아파트","40.7100","202403","30","8,800","부평 주상복합1","9","개인","개인","2002","경원대로 1426","-","중개거래","인천 부평구","24.04.30"
"2336","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","76.3880","202403","30","30,000","3","2","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.04.04"
"2337","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","76.7400","202403","30","49,800","25","4","개인","개인","1988","부평문화로 37","-","중개거래","인천 부평구","24.08.26"
"2338","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","99.8600","202403","30","56,500","103","5","개인","개인","1999","부개로 58","-","중개거래","인천 부평구","24.05.28"
"2339","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","49.9400","202403","30","21,300","101","9","개인","개인","1992","굴포로 81","-","중개거래","인천 부평구","24.04.16"
"2340","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","155.8400","202403","30","59,500","-","8","개인","개인","1989","마장로 121","-","중개거래","인천 부평구","-"
"2341","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202403","29","35,000","제121","2","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.06.14"
"2342","인천광역시 부평구 부평동","182-15","0182","0015","더원레뷰2차","48.5300","202403","29","18,500","-","7","개인","개인","2014","광장로24번길 49","-","중개거래","인천 부평구","24.04.23"
"2343","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9680","202403","29","61,400","104","11","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.06.28"
"2344","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","84.9980","202403","29","30,500","7","1","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.05.10"
"2345","인천광역시 부평구 부평동","497-2","0497","0002","삼진","48.5900","202403","29","15,500","A","5","개인","개인","1983","부일로 24","-","직거래","-","24.04.01"
"2346","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","101.5150","202403","29","45,500","-","1","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"2347","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","59.9800","202403","29","24,500","110","4","개인","개인","1995","경인로1118번길 67","-","중개거래","인천 부평구","24.05.16"
"2348","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","84.9588","202403","29","56,000","107","9","개인","개인","2007","원적로 344","-","중개거래","인천 부평구","24.06.28"
"2349","인천광역시 부평구 산곡동","180-78","0180","0078","부평신일해피트리더루츠","59.8990","202403","29","45,900","-","19","개인","개인","2022","산곡로 31","-","중개거래","인천 부평구","-"
"2350","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","41.0200","202403","29","16,500","103","1","개인","개인","1989","부영로 165","-","중개거래","인천 부평구","24.04.22"
"2351","인천광역시 부평구 갈산동","416","0416","0000","태화(416)","59.9300","202403","29","21,000","-","19","개인","개인","1994","부평북로 313","20240531","중개거래","인천 부평구","-"
"2352","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.9900","202403","29","29,700","712","6","개인","개인","1998","동수천로 118","-","중개거래","인천 부평구","24.05.17"
"2353","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","72.9227","202403","29","58,500","102","8","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.06.05"
"2354","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202403","29","41,600","101","8","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.05.17"
"2355","인천광역시 부평구 부평동","995","0995","0000","부평역화성파크드림","84.7388","202403","28","59,500","104동","14","개인","개인","2020","동수로 80","-","중개거래","인천 부평구","24.04.02"
"2356","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","133.4480","202403","28","40,000","제505동","13","개인","개인","1993","안남로 260","-","중개거래","인천 부평구, 인천 연수구","24.05.16"
"2357","인천광역시 부평구 십정동","188-2","0188","0002","정원","38.6100","202403","28","8,000","다","1","개인","개인","1987","상정로 19","-","직거래","-","24.04.01"
"2358","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202403","28","28,000","제111","17","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.05.31"
"2359","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9700","202403","28","28,500","308","12","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","24.05.09"
"2360","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","49.9600","202403","28","30,000","105","15","개인","개인","1996","길주남로 143","-","중개거래","인천 부평구","24.05.07"
