"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-09-20 ~ 2024-09-19"
"실거래구분 : 아파트(매매)"
"주소구분 : 도로명주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2158","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9930","202404","12","44,300","102동","16","개인","개인","2022","경인로1024번길 21","-","중개거래","인천 부평구","24.07.29"
"2159","인천광역시 부평구 부개동","442-3","0442","0003","한국","84.1950","202404","12","26,000","104","6","개인","개인","1992","동수로120번길 11","-","직거래","-","24.04.12"
"2160","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202404","12","35,900","36","15","개인","개인","1995","부흥로 246","-","중개거래","인천 부평구","24.07.19"
"2161","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202404","11","44,300","119","24","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.05.31"
"2162","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","133.7100","202404","11","49,000","제107","4","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.05.30"
"2163","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202404","11","20,400","11","14","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.06.07"
"2164","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9300","202404","11","27,000","303","17","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","24.04.30"
"2165","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202404","11","20,900","10","4","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.06.21"
"2166","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","45.0000","202404","11","18,500","201","6","개인","개인","1993","주부토로 201","-","중개거래","인천 부평구","24.05.31"
"2167","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202404","11","19,900","11","3","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.07.11"
"2168","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202404","11","35,000","1","6","개인","개인","1988","부평문화로 37","-","중개거래","인천 부평구","24.05.23"
"2169","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","76.3880","202404","10","30,600","6","4","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.05.30"
"2170","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","59.8500","202404","10","28,800","제2","12","개인","개인","1993","갈월동로 34","-","중개거래","인천 부평구","24.07.30"
"2171","인천광역시 부평구 갈산동","362","0362","0000","하나","84.7500","202404","10","34,000","101","16","개인","개인","1992","갈월서로 45","-","중개거래","인천 부평구","24.08.16"
"2172","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","72.8120","202404","10","29,500","105","4","개인","개인","1995","일신로14번길 23","-","직거래","-","24.04.11"
"2173","인천광역시 부평구 부평동","372-12","0372","0012","현대홈타운","35.1844","202404","10","17,200","현대홈타운","10","개인","개인","2014","주부토로 28-2","-","중개거래","인천 부평구","24.04.26"
"2174","인천광역시 부평구 부평동","995","0995","0000","부평역화성파크드림","84.8184","202404","10","60,300","103동","24","개인","개인","2020","동수로 80","-","중개거래","인천 부평구","24.06.21"
"2175","인천광역시 부평구 부평동","65-7","0065","0007","욱일","84.1600","202404","10","32,000","1","1","개인","개인","1990","부흥로243번길 39","-","중개거래","인천 부평구","24.05.31"
"2176","인천광역시 부평구 부평동","70-78","0070","0078","창보","59.9000","202404","10","25,000","101","14","개인","개인","1999","부영로166번길 16","-","중개거래","인천 부평구","24.07.01"
"2177","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","115.0311","202404","10","64,500","112","10","개인","개인","2007","원적로 344","-","중개거래","인천 부평구","24.07.15"
"2178","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","59.8167","202404","10","40,400","112","8","개인","개인","2007","원적로 344","-","중개거래","인천 부평구, 인천 서구","24.07.29"
"2179","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","84.3620","202404","10","61,500","106","17","개인","개인","2011","안남로 269","-","중개거래","인천 부평구","24.08.16"
"2180","인천광역시 부평구 산곡동","306-3","0306","0003","우성4차","84.9700","202404","10","27,900","405","1","개인","개인","1991","안남로123번길 46","-","중개거래","인천 부평구","24.07.15"
"2181","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202404","10","35,500","123","4","개인","개인","1986","경원대로 1269","-","중개거래","인천 부평구","24.05.29"
"2182","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.5400","202404","10","29,500","211","3","개인","개인","1989","안남로 91","-","중개거래","인천 부평구","24.05.20"
"2183","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202404","10","32,100","204","3","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.06.14"
"2184","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","133.5850","202404","10","57,000","209","22","개인","개인","1998","안남로 272","-","중개거래","인천 부평구, 인천 서구","24.06.27"
"2185","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202404","10","54,500","706","1","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","24.04.24"
"2186","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202404","10","62,000","706","12","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","24.06.05"
"2187","인천광역시 부평구 삼산동","500","0500","0000","임광그대가","84.9100","202404","10","38,000","109","1","개인","개인","2008","영성서로 10","-","중개거래","인천 부평구","24.08.26"
"2188","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","59.8530","202404","10","47,000","102","18","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.04.18"
"2189","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","49.9600","202404","10","23,500","307","10","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","24.06.24"
"2190","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9680","202404","09","60,800","104","15","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.06.05"
"2191","인천광역시 부평구 삼산동","170-1","0170","0001","삼산벽산블루밍","84.3175","202404","09","42,000","101","15","개인","개인","2005","후정동로 12","-","중개거래","인천 부평구","24.06.10"
"2192","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9630","202404","09","60,000","103","10","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.05.30"
"2193","인천광역시 부평구 부평동","947","0947","0000","래미안부평","59.9230","202404","09","49,500","105","10","개인","개인","2014","길주남로10번길 21","-","중개거래","경기 부천시원미구, 인천 부평구","24.06.05"
"2194","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202404","09","33,950","119","13","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.06.03"
"2195","인천광역시 부평구 산곡동","120-8","0120","0008","대운","53.1100","202404","09","21,000","나","3","개인","개인","1985","마장로324번길 27-8","-","중개거래","인천 부평구","24.04.26"
"2196","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","54.5200","202404","09","20,500","101","9","개인","개인","1989","부영로 165","-","중개거래","인천 부평구","24.06.28"
"2197","인천광역시 부평구 십정동","188-2","0188","0002","정원","38.6100","202404","09","8,700","나","4","개인","개인","1987","상정로 19","-","중개거래","인천 부평구","24.05.23"
"2198","인천광역시 부평구 삼산동","205","0205","0000","정광","43.7100","202404","09","12,800","가","2","개인","개인","1989","후정동로 17","-","중개거래","인천 부평구","24.06.12"
"2199","인천광역시 부평구 청천동","300","0300","0000","삼익","52.3800","202404","09","23,000","2","9","개인","개인","1986","부평대로167번길 43","-","중개거래","인천 부평구","24.07.03"
"2200","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","101.5150","202404","09","51,000","307","14","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.06.28"
"2201","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9930","202404","09","42,800","101동","3","개인","개인","2022","경인로1024번길 21","-","중개거래","인천 부평구","24.07.04"
"2202","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","49.9400","202404","09","22,200","101","14","개인","개인","1992","굴포로 81","-","중개거래","경기 부천시원미구","24.06.05"
"2203","인천광역시 부평구 삼산동","359-2","0359","0002","광명13차","57.4200","202404","09","14,800","2","3","개인","개인","1990","후정동로 68","-","중개거래","인천 부평구","24.04.25"
"2204","인천광역시 부평구 부평동","947","0947","0000","래미안부평","59.9230","202404","09","44,000","112","2","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.05.21"
"2205","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9930","202404","09","58,000","108","5","개인","개인","2014","길주남로10번길 21","-","중개거래","경기 부천시소사구, 인천 부평구","24.06.20"
"2206","인천광역시 부평구 산곡동","180-78","0180","0078","부평신일해피트리더루츠","59.9210","202404","08","48,000","-","20","개인","개인","2022","산곡로 31","-","중개거래","인천 부평구","-"
"2207","인천광역시 부평구 삼산동","454-4","0454","0004","서해그랑블5단지","118.1342","202404","08","80,000","505","13","개인","개인","2004","굴포로 158","-","중개거래","경기 부천시원미구, 인천 부평구","24.05.30"
"2208","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202404","08","30,000","제114","24","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.08.12"
"2209","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9710","202404","08","60,000","104","12","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.05.27"
"2210","인천광역시 부평구 부개동","13-3","0013","0003","오성","59.5200","202404","08","20,460","마","2","개인","개인","1984","충선로 160","-","중개거래","인천 부평구","24.05.23"
"2211","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202404","08","46,000","603","12","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","24.06.28"
"2212","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9700","202404","08","26,200","308","3","개인","법인","1996","길주남로 144","-","중개거래","인천 부평구","24.05.27"
"2213","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9924","202404","08","45,400","104동","17","개인","개인","2022","경인로1024번길 21","-","중개거래","인천 부평구","24.06.14"
"2214","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","72.9227","202404","08","61,000","101","11","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.06.28"
"2215","인천광역시 부평구 십정동","577-3","0577","0003","신태양","38.7500","202404","08","8,300","가","1","개인","개인","1987","경인로759번길 5","-","중개거래","인천 부평구","24.04.12"
"2216","인천광역시 부평구 산곡동","307","0307","0000","현대1차","131.1600","202404","08","47,500","110","9","개인","개인","1985","경원대로 1269","-","중개거래","인천 부평구","24.07.22"
"2217","인천광역시 부평구 산곡동","145","0145","0000","경남3차","84.8700","202404","08","27,600","308","11","개인","개인","1992","마장로272번길 76","-","중개거래","인천 부평구","24.06.17"
"2218","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","84.8200","202404","07","59,600","-","16","개인","개인","2022","원적로287번길 25","20240603","중개거래","인천 부평구","-"
"2219","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202404","07","28,500","407","18","개인","개인","2000","영성중로 57","-","중개거래","인천 부평구","24.07.30"
"2220","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","38.6400","202404","07","14,250","109","2","개인","개인","1992","굴포로 81","-","중개거래","인천 부평구","24.06.27"
"2221","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","122.0590","202404","07","57,500","107","18","개인","개인","2007","후정로 7","-","중개거래","인천 부평구, 인천 연수구","24.04.18"
"2222","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","72.5000","202404","07","54,500","102","15","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","24.06.28"
"2223","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202404","06","18,000","3","1","개인","개인","1989","충선로 191","-","중개거래","인천 부평구","24.06.10"
"2224","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","59.8530","202404","06","49,400","106","17","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.05.10"
"2225","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","106.2900","202404","06","43,000","302","3","개인","개인","1989","마장로 121","-","중개거래","인천 부평구","24.05.07"
"2226","인천광역시 부평구 산곡동","274-5","0274","0005","경남4차","59.7150","202404","06","22,100","403","6","개인","개인","1994","안남로206번길 18","-","중개거래","경기 부천시원미구, 인천 부평구","24.06.07"
"2227","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","84.3700","202404","06","58,900","104","12","개인","개인","2011","안남로 269","-","중개거래","인천 부평구","24.06.17"
"2228","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202404","06","28,500","-","1","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"2229","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8168","202404","06","44,900","119","23","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.08.02"
"2230","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202404","06","18,700","10","4","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.04.22"
"2231","인천광역시 부평구 부평동","995","0995","0000","부평역화성파크드림","59.9300","202404","06","48,000","102동","26","개인","개인","2020","동수로 80","-","중개거래","인천 부평구","24.06.21"
"2232","인천광역시 부평구 부평동","947","0947","0000","래미안부평","114.9240","202404","06","75,000","110","4","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.09.02"
"2233","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","72.8120","202404","06","29,500","105","5","개인","개인","1995","일신로14번길 23","-","중개거래","인천 부평구","24.05.17"
"2234","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202404","06","38,000","제112","10","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.04.30"
"2235","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","71.0200","202404","06","28,800","303","10","개인","개인","1990","마장로 121","-","중개거래","인천 부평구","24.05.31"
"2236","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202404","06","24,300","104","5","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.05.10"
"2237","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","115.0311","202404","06","65,800","207","5","개인","개인","2007","원적로 344","-","중개거래","인천 부평구","24.07.29"
"2238","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.6518","202404","06","30,000","102동","10","개인","개인","2020","평천로141번길 11","-","중개거래","인천 부평구","24.07.31"
"2239","인천광역시 부평구 부개동","308-5","0308","0005","현대","84.9800","202404","06","36,200","-","9","개인","개인","1993","경인로1083번길 32","-","중개거래","인천 부평구","-"
"2240","인천광역시 부평구 부개동","494","0494","0000","성일","58.9800","202404","06","24,500","301","2","개인","개인","1990","수변로52번길 6","-","중개거래","인천 부평구","24.05.02"
"2241","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.9600","202404","05","64,000","609","20","개인","개인","2004","체육관로 57","-","중개거래","인천 부평구","24.06.14"
"2242","인천광역시 부평구 부평동","756-421","0756","0421","신성미소지움아파트(101~106동)","59.8040","202404","05","26,000","104","14","개인","개인","2005","경인로 858","-","직거래","-","24.04.22"
"2243","인천광역시 부평구 부평동","568-1","0568","0001","대준블루온","22.4000","202404","05","9,000","대준블루온","10","개인","개인","2012","대정로 83","-","직거래","-","24.04.11"
"2244","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202404","05","36,000","36","13","개인","개인","1995","부흥로 246","-","중개거래","인천 부평구","24.06.03"
"2245","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202404","05","17,000","1","14","개인","개인","1989","충선로 191","-","중개거래","인천 부평구","24.05.23"
"2246","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9959","202404","05","33,500","102동","7","개인","개인","2022","경인로1024번길 21","-","직거래","-","24.04.11"
"2247","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9924","202404","05","39,500","106동","7","개인","개인","2022","경인로1024번길 21","-","중개거래","인천 부평구","24.06.14"
"2248","인천광역시 부평구 산곡동","251-2","0251","0002","우성5차","41.1300","202404","05","14,000","제501동","1","개인","개인","1996","부흥로111번길 36","-","직거래","-","24.04.09"
"2249","인천광역시 부평구 산곡동","38-26","0038","0026","진흥","39.1500","202404","05","15,500","-","5","법인","개인","1988","산청로 40","20240502","중개거래","인천 부평구","-"
"2250","인천광역시 부평구 산곡동","38-26","0038","0026","진흥","39.1500","202404","05","15,500","나","5","기타","개인","1988","산청로 40","-","중개거래","인천 부평구","24.05.03"
"2251","인천광역시 부평구 산곡동","185-17","0185","0017","한양(185-17)","130.7400","202404","05","36,300","101","12","개인","개인","1993","마장로272번길 20","-","중개거래","인천 부평구","24.04.22"
"2252","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","84.9900","202404","05","34,000","제502동","3","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","24.06.11"
"2253","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202404","05","24,700","408","22","개인","개인","2000","영성중로 57","-","중개거래","인천 부평구","24.07.22"
"2254","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","69.3321","202404","05","52,750","112","30","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.07.29"
"2255","인천광역시 부평구 십정동","188-2","0188","0002","정원","38.6100","202404","05","9,800","가","2","개인","개인","1987","상정로 19","-","중개거래","인천 부평구","24.06.14"
"2256","인천광역시 부평구 갈산동","171-5","0171","0005","정광","53.3300","202404","04","20,300","다","2","개인","개인","1990","평천로306번길 27","-","중개거래","인천 부평구","24.05.16"
"2257","인천광역시 부평구 부평동","147-13","0147","0013","로뎀레뷰","49.8200","202404","04","16,300","-","5","개인","개인","2011","부평문화로105번길 51","-","중개거래","인천 부평구, 인천 서구","24.05.16"
"2258","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202404","04","19,900","202","17","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","24.06.10"
"2259","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.0700","202404","04","61,000","605","10","개인","개인","2004","체육관로 57","-","중개거래","인천 부평구","24.07.15"
"2260","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202404","04","24,500","402","6","개인","법인","2000","영성중로 57","-","중개거래","인천 부평구","24.06.28"
"2261","인천광역시 부평구 부평동","534-92","0534","0092","아뜨리에","14.4600","202404","04","6,100","임탑주상복합","12","개인","개인","2011","경원대로 1346","-","중개거래","인천 부평구","24.04.26"
"2262","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","34.2970","202404","04","28,800","107","6","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.06.21"
"2263","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","84.7200","202404","04","56,500","32","9","개인","개인","1995","부흥로 246","-","중개거래","인천 부평구","24.07.19"
"2264","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","84.9588","202404","04","51,500","103","2","개인","개인","2007","원적로 344","-","중개거래","인천 부평구","24.07.29"
"2265","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","133.7100","202404","04","51,000","제101","12","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.06.28"
"2266","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","59.4000","202404","04","22,600","제508동","10","개인","개인","1993","안남로 260","-","중개거래","서울 강남구, 인천 부평구","24.06.17"
"2267","인천광역시 부평구 산곡동","294-35","0294","0035","우성3차(294-35)","72.9400","202404","04","30,500","116","6","개인","개인","1990","부영로 165","-","중개거래","인천 부평구","24.07.04"
"2268","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","84.9290","202404","04","63,900","103","9","개인","개인","2011","안남로 269","-","중개거래","인천 부평구","24.07.10"
"2269","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202404","03","31,500","제109","11","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.06.28"
"2270","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","84.8700","202404","03","54,000","5","9","개인","개인","1986","부평문화로 37","-","중개거래","인천 부평구","24.05.27"
"2271","인천광역시 부평구 십정동","642","0642","0000","힐스테이트부평","84.9900","202404","03","69,000","102동","11","개인","법인","2023","경원대로 1192","-","중개거래","인천 부평구","24.05.23"
"2272","인천광역시 부평구 부평동","124-13","0124","0013","신승캐슬","46.9100","202404","03","16,500","1","9","개인","개인","2015","장제로 166","-","중개거래","인천 부평구","24.05.28"
"2273","인천광역시 부평구 부개동","477-1","0477","0001","대동","40.4450","202404","03","19,000","5","1","개인","개인","1989","길주로 640","-","직거래","-","24.04.18"
"2274","인천광역시 부평구 삼산동","513","0513","0000","서해그랑블","84.9700","202404","03","45,500","201","1","개인","개인","2011","영성동로18번길 20","-","중개거래","인천 부평구","24.05.31"
"2275","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202404","03","19,300","202","11","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","24.05.24"
"2276","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.9600","202404","03","60,500","606","5","개인","개인","2004","체육관로 57","-","중개거래","인천 부평구","24.07.15"
"2277","인천광역시 부평구 삼산동","205","0205","0000","정광","43.7100","202404","03","11,000","나","2","개인","개인","1989","후정동로 17","-","중개거래","인천 부평구","24.05.09"
"2278","인천광역시 부평구 청천동","192","0192","0000","우림필유(192-0)","77.6655","202404","03","29,500","101","4","개인","개인","2005","세월천로25번길 43","-","중개거래","인천 부평구","24.06.20"
"2279","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","101.5150","202404","03","48,500","-","4","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"2280","인천광역시 부평구 갈산동","454","0454","0000","대성유니드","59.9760","202404","03","23,800","101","10","개인","개인","2007","새갈로 57","-","중개거래","인천 부평구","24.06.10"
"2281","인천광역시 부평구 청천동","397","0397","0000","동양","48.5300","202404","03","15,000","1","4","개인","개인","1982","안남로417번길 35","-","직거래","-","24.04.04"
"2282","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202404","02","36,000","-","7","개인","개인","1988","부평문화로 37","20240430","중개거래","인천 부평구","-"
"2283","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","41.3000","202404","02","19,200","104","12","개인","개인","1992","굴포로 81","-","중개거래","인천 부평구","24.05.27"
"2284","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202404","02","36,000","1","7","개인","개인","1988","부평문화로 37","-","중개거래","인천 부평구","24.05.24"
"2285","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202404","02","43,000","302","16","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.06.28"
"2286","인천광역시 부평구 십정동","587-6","0587","0006","삼미십정아파트","38.5200","202404","02","11,400","-","4","개인","개인","1988","동암산로37번길 13","-","직거래","-","24.04.24"
"2287","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.9800","202404","02","35,100","212","5","개인","개인","2012","동수로120번길 43","-","중개거래","인천 부평구","24.05.17"
"2288","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.9600","202404","02","34,300","202","14","개인","개인","2012","동수로120번길 43","-","중개거래","인천 부평구","24.05.16"
"2289","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202404","02","21,000","10","9","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.04.22"
"2290","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202404","02","36,750","24","6","개인","개인","1988","부평문화로 37","-","중개거래","인천 부평구","24.04.25"
"2291","인천광역시 부평구 갈산동","362","0362","0000","하나","84.7500","202404","02","35,000","제104동","15","개인","개인","1992","갈월서로 45","-","중개거래","인천 부평구","24.06.05"
"2292","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","59.4000","202404","02","21,000","제506동","4","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","24.06.20"
"2293","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202404","02","29,000","201","3","개인","개인","1999","원적로 361","-","직거래","-","24.05.02"
"2294","인천광역시 부평구 산곡동","274","0274","0000","경남2차","125.7100","202404","02","47,000","208","11","개인","개인","1991","안남로222번길 30","-","직거래","-","24.04.04"
"2295","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202404","02","49,500","601","14","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","24.06.28"
"2296","인천광역시 부평구 구산동","360","0360","0000","부평자이","84.7461","202404","02","43,000","105","17","개인","개인","2006","일신로 120","-","중개거래","인천 부평구","24.07.12"
"2297","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","84.9800","202404","02","62,000","110","16","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","24.07.03"
"2298","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","84.4300","202404","02","31,500","102","14","개인","개인","1990","안남로222번길 27","-","중개거래","인천 부평구","24.04.30"
"2299","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","59.9730","202404","01","51,000","105","19","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","24.07.15"
"2300","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202404","01","39,300","제102","17","개인","법인","1998","세월천로 16","-","중개거래","인천 부평구","24.05.31"
"2301","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9930","202404","01","59,000","108","19","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.05.31"
"2302","인천광역시 부평구 갈산동","363","0363","0000","태화(363)","125.5600","202404","01","43,000","7","6","개인","개인","1992","갈월서로 46","-","중개거래","인천 부평구","24.06.03"
"2303","인천광역시 부평구 삼산동","454-4","0454","0004","서해그랑블5단지","118.1342","202404","01","82,000","509","8","개인","개인","2004","굴포로 158","-","중개거래","인천 부평구","24.06.07"
"2304","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","133.7100","202404","01","54,000","제101","19","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.06.14"
